	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MSL3P1	24.38033832	0.340227188	0.719606126	0.472796403	0.636358441	0.78709643
RP5-1061H20.4	40.76129454	0.340234643	0.656450948	0.518294084	0.6042531	0.76423762
UCHL1	54.40243655	0.340311566	0.373017051	0.912321744	0.361599371	0.558319176
NREP	490.233991	0.340567147	0.14683662	2.319361114	0.020375464	0.068499242
GPR156	35.39276383	0.340636337	0.432807187	0.787039464	0.431258765	0.624168675
MTMR10	1045.788061	0.340738813	0.202544417	1.682291806	0.092512269	0.214794739
NRM	1452.122166	0.340779236	0.202870398	1.679787884	0.092998593	0.215676455
MECP2	6736.600565	0.340841221	0.118149451	2.884831202	0.003916236	0.018078256
DYRK3	90.99935627	0.340870554	0.295751239	1.152558329	0.249091715	0.436034735
TMED1	676.037637	0.340901528	0.192293529	1.772818513	0.076258785	0.186188886
ZNF701	1458.184364	0.340909748	0.175024273	1.947785545	0.051440629	0.138440505
RP5-855D21.3	42.54396092	0.340932933	0.473459803	0.720088444	0.471470542	0.659406969
TEX21P	27.58614823	0.340934896	0.431336935	0.790414334	0.429285834	0.622203136
TBC1D12	1651.010498	0.340951384	0.183868774	1.854319123	0.063693518	0.162673338
ORAI2	2616.912405	0.340957839	0.113989247	2.991140383	0.002779377	0.013722291
AC093495.4	84.79791946	0.341164682	0.502200831	0.679339142	0.496923001	0.679401479
OR7E116P	4.492788419	0.341226321	1.100419249	0.310087561	0.756494372	0.863718098
MDH1B	110.6826849	0.341235058	0.260801394	1.308409639	0.190734405	0.362341658
KRT8P49	1.834044975	0.341253978	1.699278083	0.200822915	0.840837044	NA
SMARCA5	15778.79956	0.341292255	0.126185324	2.704690557	0.006836804	0.028441013
COX17	3726.229904	0.341425309	0.228266463	1.495731368	0.134723673	0.282277291
FP236383.10	671.2482712	0.341428632	0.213683984	1.597820416	0.11008295	0.243463666
NISCH	3553.515526	0.341449218	0.11210129	3.045899105	0.002319857	0.011766925
RP3-382I10.7	36.59568668	0.341497346	0.619305278	0.551420049	0.58134576	0.747292118
UBA6	6359.617538	0.341553282	0.213708839	1.598217852	0.109994502	0.243397219
CRKL	9270.243755	0.341608978	0.115316361	2.962363485	0.003052872	0.014772273
ZYG11A	909.1049189	0.341638916	0.207955225	1.642848435	0.100414296	0.228360483
FTO	2152.646469	0.341671477	0.174569354	1.95722485	0.050321038	0.136106108
CELF1	13618.04182	0.341728428	0.149657094	2.283409487	0.022406259	0.073794196
GLG1	18844.34683	0.341794111	0.129788308	2.63347382	0.008451635	0.033781503
PPP3CC	642.8715076	0.341835431	0.144717229	2.362092146	0.018172125	0.062573121
GLYR1	10279.02521	0.342187778	0.145292087	2.355171465	0.01851416	0.063570607
RN7SKP249	4.831201644	0.342281558	1.040101458	0.329084779	0.742091609	0.854994867
MYLK	322.1410753	0.342377309	0.218637417	1.565959356	0.117358133	0.255070665
C9orf147	28.99006298	0.342557961	0.49960468	0.685658031	0.492928778	0.676262006
RPS6KA3	5346.88392	0.342572213	0.226312233	1.513714961	0.130098149	0.275030421
SGK223	1518.297081	0.342585275	0.175212248	1.955258718	0.050552541	0.136595351
SPATA12	21.25212493	0.342684933	0.551462288	0.621411364	0.534328997	0.710468876
ELK1	3818.644017	0.342857924	0.124584563	2.752009673	0.005923077	0.025311957
TCF20	3201.632775	0.343037307	0.183460742	1.869813143	0.061509771	0.158344953
NEK7	6858.649043	0.343071843	0.290034684	1.182864883	0.236862701	0.420788566
RPN2	26233.64668	0.343074294	0.145981551	2.3501209	0.018767314	0.064208524
FAM213B	1883.825587	0.343160005	0.165993073	2.067315216	0.038704461	0.112142275
PLCXD1	1246.889637	0.343297077	0.132306734	2.594705998	0.009467186	0.036982481
SLC7A6	1144.016095	0.34332576	0.205146901	1.673560548	0.094216998	0.217629256
KCNIP4	54.81205755	0.343351693	0.373908355	0.91827767	0.358473515	0.555570002
SLFNL1	16.26385273	0.343499698	0.677192963	0.507240501	0.61198608	0.770327249
APBA1	257.5434116	0.343500388	0.210633481	1.630796709	0.102933222	0.23239158
PSMB7	17048.77665	0.343545247	0.209519801	1.639679143	0.101071898	0.229297722
P2RY1	58.73946049	0.343688116	0.427105345	0.804691676	0.420997624	0.614887437
RP11-50I19.2	5.886695517	0.343699707	1.027605843	0.334466478	0.738027583	0.852103014
SNORD117	6.992737561	0.343752271	1.03178429	0.333162924	0.739011303	0.852821502
HOXD10	2.440207795	0.343911514	2.137746549	0.160875719	0.872191286	0.933252746
PSMG1	4811.305221	0.344034727	0.162861384	2.112438934	0.034648819	0.103059548
SAMD8	1980.702479	0.34409035	0.189450298	1.816256581	0.069331022	0.173566973
PGM5P2	5.776020729	0.344094275	0.974636493	0.353048831	0.724051832	0.843979976
CTC-301O7.4	39.52459645	0.344124479	0.431531028	0.797450142	0.425189648	0.61889001
DAB2IP	2510.256178	0.344171899	0.125116819	2.750804422	0.005944913	0.025389811
RP5-1033H22.2	5.381913583	0.34426852	1.161178354	0.296482034	0.766861985	0.869671267
SUSD3	81.32979474	0.344275838	0.328153977	1.049128954	0.294118772	0.486677693
RNF114	18257.71827	0.344278035	0.128353265	2.68226939	0.007312455	0.030023716
TOP2B	31523.8144	0.344362598	0.169145818	2.035891888	0.041761213	0.118658046
AC006042.7	5.925191456	0.344436544	1.123362466	0.306612117	0.75913863	0.865153823
FOXO6	766.4217426	0.34444612	0.173277716	1.987826988	0.046830828	0.128788754
CHML	4954.007347	0.344467431	0.237322582	1.451473468	0.146648065	0.300320002
TTYH3	3781.513141	0.344592273	0.12486288	2.759765525	0.005784286	0.024816898
AC103564.6	1.524584954	0.344675698	1.807782062	0.190662196	0.848790259	NA
RP11-83B20.2	1.524584954	0.344675698	1.807782062	0.190662196	0.848790259	NA
EXOC6	2641.50344	0.344710562	0.160580609	2.146651224	0.031821059	0.096576635
C9orf116	879.2867689	0.344721269	0.21547378	1.599829314	0.109636454	0.242874297
NDUFAF3	1082.204199	0.344852557	0.208151255	1.656740222	0.097572007	0.22336071
RP11-798M19.6	106.1284708	0.344879873	0.317824302	1.085127444	0.277865214	0.468757612
P3H2	11.17650888	0.34505541	0.827052682	0.41721092	0.676524139	0.814162134
GTF2A1	7819.234877	0.34510995	0.239763957	1.43937377	0.150044652	0.305089117
TFG	12142.49843	0.345231076	0.10804446	3.195268653	0.001397007	0.007738987
NEFH	11.44217308	0.345512132	0.804409607	0.429522632	0.667542927	0.807927881
DRP2	54.09829521	0.345591395	0.356646648	0.969002224	0.332544079	0.52830284
COL4A1	24.55637741	0.345787497	0.526612178	0.656626472	0.511421123	0.691018882
ZNF704	1665.893751	0.345810089	0.21405434	1.615524773	0.1061971	0.237727235
RP11-92C4.3	3.061115622	0.345885368	1.996916346	0.173209743	0.862486565	0.927527287
MIEF2	1013.057237	0.34590146	0.147220693	2.349543754	0.018796435	0.064249151
SLCO4C1	595.1182669	0.34601151	0.234949985	1.472702839	0.140831181	0.290885019
CTDSPL2	3477.807415	0.346115516	0.223600295	1.54792066	0.1216414	0.261826025
SCARNA9	1.504931444	0.346208354	1.709418435	0.202529905	0.839502482	NA
POLR2F	3.464741798	0.346221785	1.593105571	0.217325073	0.827955019	0.907469789
LARP1	33407.50792	0.346349276	0.179642114	1.927996	0.053855624	0.14346141
RP11-644F5.10	51.66909973	0.34648461	0.343892312	1.007538109	0.313676254	0.507968867
SDS	16.64191276	0.346494927	0.580979629	0.596397721	0.550909563	0.72426729
RAB3B	141.1541894	0.346537675	0.24132968	1.435951328	0.151016191	0.306295242
CD2AP	8139.069527	0.346549937	0.271233797	1.277679774	0.20136236	0.376728088
FAM155A	157.6091053	0.34659995	0.25153078	1.377962373	0.168214906	0.331381181
RP11-531F16.4	9.957600561	0.346865031	0.845537866	0.410230037	0.681637208	0.817776083
AC002456.2	2.374696287	0.346889529	2.52283064	0.137500125	0.890635494	0.943247751
CTD-2529O21.1	10.15859588	0.346982112	0.773383731	0.448654527	0.653680893	0.798999268
R3HCC1	1333.558751	0.346982244	0.203975871	1.701094561	0.088925232	0.208943323
RP11-108L7.15	196.9632162	0.346982665	0.208887162	1.661100955	0.096693173	0.221913664
TKT	33784.67651	0.347033227	0.176007066	1.971700533	0.048643803	0.132558729
NCAPH2	2526.065957	0.347044567	0.180449548	1.923222147	0.054452157	0.144637984
FAM86GP	4.575569916	0.347064449	1.081940583	0.320779583	0.748377433	0.859342522
EIF2AK1	23552.50498	0.347080773	0.119157291	2.912795103	0.003582096	0.016810957
ENO1	110899.9437	0.347163702	0.200041411	1.735459177	0.082659506	0.197702262
DYNC1I2	9038.032106	0.347238192	0.149678418	2.319894856	0.020346566	0.06841156
MVB12B	961.3394517	0.347299515	0.133114352	2.609031333	0.009079893	0.035762938
RP11-415F23.2	26.07167093	0.347366596	0.527282984	0.658785902	0.510033262	0.690122723
FANCG	3367.193695	0.34761003	0.132700553	2.61950702	0.008805696	0.034915124
EPRS	17803.35294	0.347621932	0.12915312	2.691548854	0.007112108	0.029354972
RP4-591C20.9	1020.91929	0.347726124	0.131255602	2.64922883	0.008067569	0.032515028
AC004951.6	13.44013406	0.347784212	0.607917256	0.572091364	0.567260079	0.736749467
RN7SL113P	4.637937397	0.348043795	1.398301159	0.248904746	0.803434464	0.893170805
PHF20L1	5037.511076	0.348062837	0.22313819	1.559853282	0.118794557	0.257409404
RAB3GAP1	6246.418061	0.348139307	0.169586686	2.052869331	0.040085252	0.115208336
TLE1	9188.514824	0.348149151	0.117612423	2.960139259	0.003075	0.01485567
HECTD4	3013.079445	0.348194371	0.219971117	1.5829095	0.113442093	0.248874644
MYH11	46.88408039	0.348299486	0.367653191	0.947358801	0.343455977	0.540196352
RSPO3	17.51076452	0.348474135	0.717229672	0.485861292	0.627065514	0.781050009
STK17B	1593.693146	0.348543833	0.145713886	2.391974038	0.016758028	0.058592782
SNORD11	11.05772998	0.348595438	0.761606612	0.457710624	0.647160354	0.794426625
RPL18P11	1.736346317	0.348781701	1.983718178	0.175822203	0.860433626	NA
RGP1	2794.141752	0.349127898	0.163514935	2.135143793	0.032749266	0.098862484
ZNF281	3913.730435	0.349154978	0.220704284	1.58200363	0.113648742	0.249149065
GFOD1	844.1006216	0.349169628	0.139844693	2.496838609	0.012530597	0.046333448
SPRYD3	5871.536516	0.349312293	0.125725844	2.778365073	0.00546332	0.023646908
ZNF142	2221.383205	0.349312423	0.121234661	2.881291717	0.003960489	0.018240932
CD200R1L	1.794495341	0.349314694	1.942195701	0.179855559	0.857265965	NA
AMMECR1L	3812.845828	0.349481945	0.203897659	1.714006664	0.086527502	0.204556304
COQ2	2573.957668	0.349522223	0.161207771	2.168147474	0.030147468	0.092780428
RPAP3	4658.06468	0.349527722	0.12730368	2.745621505	0.00603964	0.025719567
CLIP2	268.3945913	0.349780175	0.19226184	1.819290694	0.068867092	0.172672538
RP11-248J23.6	2.4591008	0.349917606	1.859038626	0.188225032	0.85070025	0.920860869
FAM129B	16178.09632	0.349939239	0.127434616	2.746029701	0.00603213	0.025701108
PUM1	7646.843329	0.350034533	0.21508219	1.62744546	0.103642523	0.233429558
ALDH9A1	3559.092975	0.350072685	0.116200823	3.012652386	0.002589754	0.012954636
SDCBP	12036.30203	0.350256844	0.134090028	2.612102105	0.008998737	0.035529725
MAPK1	11470.75422	0.350306375	0.170100099	2.059413122	0.03945468	0.113867659
RP5-890E16.5	36.27919224	0.350450049	0.386841731	0.905926173	0.36497493	0.561531907
MGAT5	8333.708474	0.350508525	0.163437638	2.144601016	0.031984761	0.096964412
CICP27	10.69088186	0.350532034	0.749544197	0.46766026	0.640027564	0.7895418
PRMT3	2020.037465	0.350562092	0.162083144	2.162853486	0.03055245	0.093698296
UBAP2	4126.299828	0.350730632	0.131570787	2.665718129	0.007682408	0.031259263
PPP2R3A	2011.771082	0.350753824	0.195440706	1.794681519	0.072704457	0.179677304
RBM28	4435.038044	0.35084737	0.125082995	2.80491662	0.00503296	0.022131172
RP11-44N11.2	83.67865985	0.350938243	0.440736366	0.796254337	0.425884221	0.619480976
MTND2P40	6.020902753	0.350965153	0.983378022	0.356897495	0.721168545	0.841929828
THOC2	14730.01754	0.35105573	0.231915333	1.513723674	0.130095938	0.275030421
UBB	16874.90947	0.351068706	0.223429669	1.571271652	0.116119563	0.252990016
FBXO33	2933.627107	0.351126588	0.169663454	2.069547563	0.038494733	0.111654495
WDR35	755.0355555	0.351128305	0.185750903	1.890318164	0.058715421	0.152901857
AIF1L	9457.510017	0.351234346	0.118036231	2.975648601	0.002923697	0.014272341
TAF13	5493.692858	0.35131456	0.1151862	3.049970911	0.002288635	0.011630424
RUFY2	2053.260649	0.3513408	0.199645906	1.759819707	0.078438381	0.190218748
RANBP2	11645.62738	0.351344343	0.217869011	1.612640282	0.106822681	0.238577215
ARMCX4	500.4398484	0.351431041	0.198588289	1.769646352	0.076786072	0.187156418
PDGFB	2439.24774	0.351434645	0.127555871	2.755142836	0.005866652	0.025101745
CTD-3195I5.3	16.88704277	0.351967369	0.565099445	0.622841469	0.533388704	0.709668519
ZNF730	248.9859796	0.351993638	0.374810871	0.939123342	0.347667421	0.544598232
OGFOD1	3600.372012	0.352018745	0.1117382	3.150388542	0.001630535	0.008807643
CTB-39G8.3	8.227805646	0.352033655	0.837493079	0.420342166	0.674235511	0.812306956
PRKAR1B	3188.55885	0.352085285	0.181001015	1.945211654	0.05174951	0.139040668
VPS13D	3688.710086	0.352250139	0.22708495	1.551182231	0.120858019	0.260694365
CCDC142	782.1533935	0.352331493	0.194716611	1.809457811	0.070379909	0.175469301
RP11-223A3.1	11.01251527	0.352382649	0.980258125	0.359479447	0.71923645	0.840788276
SDF2L1	849.792912	0.352391514	0.264503355	1.332276161	0.182769458	0.351583291
LIMD1	2424.723957	0.35239813	0.166632435	2.114823145	0.034445023	0.10267974
HLCS	2874.348403	0.35246452	0.131101637	2.688482976	0.00717775	0.029568514
IL17RD	284.547796	0.352508639	0.282298206	1.248710162	0.211771103	0.389660917
RP11-410E4.1	5.873593409	0.352565292	1.019498124	0.345822404	0.729476187	0.84680745
UFM1	8481.837853	0.352601707	0.148409832	2.37586488	0.017507873	0.060621072
RN7SKP70	3.588645369	0.352695951	1.179578737	0.299001618	0.764938811	0.868609631
PROZ	27.25705668	0.352768589	0.488787636	0.721721588	0.470465667	0.658627031
RP11-477H21.2	99.86568919	0.353151991	0.289795254	1.218625861	0.222986229	0.404077269
HOMER1	2599.706703	0.353347864	0.238672205	1.480473451	0.138746941	0.288296389
AF131215.2	163.876573	0.353391735	0.313751667	1.126342175	0.260020713	0.44916872
RP11-574K11.5	25.68697297	0.353589973	0.583696253	0.605777356	0.544662608	0.71884195
ASF1B	7639.558116	0.353738992	0.168852719	2.094955859	0.036174917	0.106464375
PPM1D	27797.76955	0.353740121	0.139341739	2.538651538	0.01112806	0.042155056
LRRC37A15P	29.84265112	0.353768456	0.540107217	0.654996721	0.512469865	0.692012407
CRIM1	2746.470728	0.35377855	0.242896201	1.456500962	0.145254184	0.29794283
MRPS2	3043.3264	0.35382472	0.221492027	1.5974603	0.11016314	0.243552301
SNORD3B-2	10.80185521	0.353843341	0.685065966	0.516509881	0.60549834	0.765055547
MIR454	1.16411524	0.353885314	2.254725202	0.156952747	0.875282089	NA
AQP7	9.39040439	0.353966989	0.802216234	0.441236382	0.659041877	0.802924201
LLNLR-304A6.1	2.107119272	0.353994284	1.830613507	0.193374671	0.846665551	NA
RP11-705O24.1	2.189951345	0.354006973	1.907015939	0.185633987	0.852731799	0.922223213
SPIN1	15756.08856	0.354063	0.219618548	1.612172577	0.106924391	0.238752428
ANKRD10-IT1	88.186918	0.354153323	0.463603205	0.763914743	0.444918051	0.63586652
FAM86B2	12.06886826	0.35418985	0.75722994	0.467744118	0.639967587	0.789507915
FAM3C2	57.04555307	0.354441691	0.367385983	0.964766506	0.334661776	0.530595279
TSEN34	6065.99989	0.354499868	0.196765486	1.801636429	0.071602626	0.17769685
PIR	1562.210632	0.354509123	0.204405485	1.734342517	0.082857328	0.19803888
PRKD3	1648.438093	0.354679613	0.207460997	1.709620692	0.087336037	0.206026517
RP11-204C16.4	10.99372045	0.354725253	0.672388	0.527560356	0.597804515	0.759522911
ABHD10	2354.657151	0.35482015	0.124513822	2.84964468	0.004376809	0.019772172
AC021106.1	3.470532269	0.354886308	1.771721555	0.200305915	0.841241337	0.915334263
NCL	84016.8789	0.354903125	0.106399522	3.335570673	0.000851245	0.005104528
ZNF445	1854.395086	0.354920428	0.211260948	1.680009633	0.092955442	0.215598557
RPL18P10	2.087465761	0.355205115	1.912116881	0.185765378	0.852628756	NA
SPATA1	13.31233117	0.355332047	0.701947342	0.506208978	0.612709953	0.77079896
SCO1	3290.244067	0.355513502	0.112765599	3.152676919	0.001617808	0.008752523
RPP14	1330.691069	0.355537405	0.121260353	2.932016907	0.003367684	0.015989751
NEBL	8235.274917	0.355550198	0.171452726	2.073750634	0.038102476	0.110821166
PSMD14	13538.3829	0.355632627	0.143877389	2.471775654	0.013444386	0.049006484
PSMD3	7696.496967	0.355715492	0.139553098	2.548961625	0.010804419	0.041127918
C1orf109	1478.567903	0.355749868	0.138653353	2.565750202	0.010295294	0.039618367
EAF1	6910.280065	0.355846029	0.119968754	2.966155907	0.003015476	0.014620452
BZW1	34262.29219	0.355896897	0.15888777	2.239926319	0.025095707	0.080697251
HMGN2	77963.83106	0.356055155	0.116046532	3.068210226	0.002153451	0.011122651
FHDC1	1837.364328	0.356055165	0.155436585	2.290677998	0.021982044	0.072682903
JARID2	15646.95909	0.356169068	0.175536543	2.029030891	0.042455144	0.120044898
RP11-160C18.2	5.326532581	0.356253564	1.230125816	0.28960742	0.77211659	0.873102552
RASD1	338.4787255	0.356273091	0.210293082	1.694174088	0.090232207	0.211013903
EIF4E	7526.849096	0.356452046	0.140448805	2.537950009	0.011150391	0.042219894
AP001347.6	1.819127814	0.356556185	1.549452277	0.230117565	0.818000416	NA
PRICKLE3	766.5794657	0.356648239	0.141190015	2.526016007	0.011536422	0.043471459
SGTB	289.8739997	0.35675941	0.238485284	1.495938884	0.134669582	0.282214641
SC22CB-1D7.1	5.710854806	0.356769705	0.976559135	0.365333437	0.714862522	0.838217034
RP11-156G14.6	10.91118693	0.356830679	0.812866163	0.43897839	0.660677195	0.803885934
PLD6	651.7745047	0.356842758	0.140643719	2.537210772	0.011173966	0.042282788
MOB1B	3431.263017	0.356971782	0.265143262	1.346335484	0.178194347	0.345133417
RP5-884G6.2	58.57251615	0.357128359	0.384478263	0.928864888	0.352959112	0.5501361
MRPL19	6417.794849	0.357198293	0.111198957	3.212244981	0.00131702	0.007354599
RBM38	5003.9528	0.357248823	0.174257646	2.050118492	0.040352869	0.115785655
MIB1	6560.51524	0.357311548	0.280500976	1.273833529	0.20272242	0.378343378
GLYCTK	95.27313461	0.357360427	0.254279452	1.405384605	0.159906942	0.319393042
NQO2	3063.006967	0.357406277	0.150323465	2.377581417	0.017426595	0.060389653
DEPDC5	1187.994374	0.357421976	0.150017106	2.382541475	0.017193595	0.059711662
ACA59	1.766303067	0.357549044	1.702323982	0.210035838	0.833639702	NA
TCEA1P2	56.62344654	0.357562475	0.433535129	0.824760098	0.409507805	0.604284029
FAM120C	2332.293793	0.357583612	0.148519259	2.407658195	0.016055205	0.056526051
RAB1C	6.902108198	0.357672367	1.026754514	0.348352368	0.727575569	0.84576841
TCTN2	902.4225223	0.357705392	0.176940846	2.021610051	0.043216653	0.121448696
ZNF70	335.3260487	0.358046494	0.170550912	2.099352564	0.035785833	0.105536702
RP11-521B24.3	97.71063075	0.358106447	0.31705897	1.129463225	0.258702475	0.447488623
UCK2	2641.700981	0.358107447	0.137798011	2.598785318	0.009355426	0.036652021
MCAM	37.76550693	0.358150835	0.521794185	0.68638334	0.492471407	0.675899678
NKIRAS2	3306.551142	0.358205146	0.123659417	2.896707386	0.003771013	0.017531168
RP11-573D15.1	24.54117941	0.358207749	0.565968179	0.632911464	0.526791461	0.703798956
KIF7	122.8248195	0.358271774	0.305714295	1.171916984	0.241230388	0.426167251
LINC00657	32915.52703	0.358292985	0.201288644	1.779996018	0.075076612	0.184126346
